,group,kval,rhoval,Hi,method,baseline_1,baseline_2,IHi
0,experts,23,1.25,0.6707823262578779,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,23,1.25,0.39951125322580516,Real homophily,0.8947368421052632,0.42859472897987466,-4.747535147695866
0,experts,23,1.25,0.3619513459370755,Potential homophily,0.09774436090225563,,
0,amateurs,23,1.25,0.8900389378636671,Potential homophily,0.8947368421052632,,-0.05248445187632992
0,experts,23,1.5,0.6849144155688192,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,23,1.5,0.4051223280531539,Real homophily,0.8947368421052632,0.42859472897987466,-4.693829145776958
0,experts,23,1.5,0.3616520172421695,Potential homophily,0.09774436090225563,,
0,amateurs,23,1.5,0.8941110992720241,Potential homophily,0.8947368421052632,,-0.013508049824912053
0,experts,29,0,0.5527831643912036,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,29,0,0.4270312752128529,Real homophily,0.8947368421052632,0.42859472897987466,-4.484129222962696
0,experts,29,0,0.3307751466167229,Potential homophily,0.09774436090225563,,
0,amateurs,29,0,0.8546471555063422,Potential homophily,0.8947368421052632,,-0.39123436872501094
0,experts,29,0.25,0.5887516421399821,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,29,0.25,0.39643067124558795,Real homophily,0.8947368421052632,0.42859472897987466,-4.777020718077946
0,experts,29,0.25,0.33062737479949283,Potential homophily,0.09774436090225563,,
0,amateurs,29,0.25,0.8604267701958961,Potential homophily,0.8947368421052632,,-0.33591519955356647
0,experts,29,0.5,0.6125378089196989,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,29,0.5,0.39511004179671894,Real homophily,0.8947368421052632,0.42859472897987466,-4.789661028517121
0,experts,29,0.5,0.330815997830242,Potential homophily,0.09774436090225563,,
0,amateurs,29,0.5,0.865672402767471,Potential homophily,0.8947368421052632,,-0.2857070020827776
0,experts,29,0.75,0.6332819984754761,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,29,0.75,0.3952450135192542,Real homophily,0.8947368421052632,0.42859472897987466,-4.788369156315713
0,experts,29,0.75,0.33121577672845687,Potential homophily,0.09774436090225563,,
0,amateurs,29,0.75,0.8706590309660477,Potential homophily,0.8947368421052632,,-0.23797784646782966
0,experts,29,1,0.6515884393829193,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,29,1,0.3970588384114272,Real homophily,0.8947368421052632,0.42859472897987466,-4.771008260919198
0,experts,29,1,0.33175614069843967,Potential homophily,0.09774436090225563,,
0,amateurs,29,1,0.8754344322433296,Potential homophily,0.8947368421052632,,-0.19227043424241685
0,experts,29,1.25,0.6678660466040867,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,29,1.25,0.40067181317949885,Real homophily,0.8947368421052632,0.42859472897987466,-4.7364269309962275
0,experts,29,1.25,0.33239584586585,Potential homophily,0.09774436090225563,,
0,amateurs,29,1.25,0.8800278945494941,Potential homophily,0.8947368421052632,,-0.1483044378834135
0,experts,29,1.5,0.6824130641348393,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,29,1.5,0.40610819140345494,Real homophily,0.8947368421052632,0.42859472897987466,-4.684393025138362
0,experts,29,1.5,0.3331088996973293,Potential homophily,0.09774436090225563,,
0,amateurs,29,1.5,0.8844569840150136,Potential homophily,0.8947368421052632,,-0.10591172442772727
0,experts,50,0,0.5511357271854436,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,50,0,0.4285926015473368,Real homophily,0.8947368421052632,0.42859472897987466,-4.469185099475492
0,experts,50,0,0.23166333573815226,Potential homophily,0.09774436090225563,,
0,amateurs,50,0,0.8313638927260122,Potential homophily,0.8947368421052632,,-0.614088455336741
0,experts,50,0.25,0.5876723702771784,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,50,0.25,0.39677836829155333,Real homophily,0.8947368421052632,0.42859472897987466,-4.773692760637991
0,experts,50,0.25,0.2350323139003932,Potential homophily,0.09774436090225563,,
0,amateurs,50,0.25,0.8373896630900309,Potential homophily,0.8947368421052632,,-0.5564132247097044
0,experts,50,0.5,0.6116775908472452,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,50,0.5,0.3953890309746291,Real homophily,0.8947368421052632,0.42859472897987466,-4.786990703528552
0,experts,50,0.5,0.23855545122009672,Potential homophily,0.09774436090225563,,
0,amateurs,50,0.5,0.8432044010320277,Potential homophily,0.8947368421052632,,-0.5007578758363073
0,experts,50,0.75,0.6325865497329843,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,50,0.75,0.39547098041823125,Real homophily,0.8947368421052632,0.42859472897987466,-4.786206330282646
0,experts,50,0.75,0.24218676898182032,Potential homophily,0.09774436090225563,,
0,amateurs,50,0.75,0.8489257369218145,Potential homophily,0.8947368421052632,,-0.44599651803406165
0,experts,50,1,0.6510197473577664,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,50,1,0.39724322524211647,Real homophily,0.8947368421052632,0.42859472897987466,-4.769243415539744
0,experts,50,1,0.2458876419260877,Potential homophily,0.09774436090225563,,
0,amateurs,50,1,0.8545636775893676,Potential homophily,0.8947368421052632,,-0.39203337164462504
0,experts,50,1.25,0.6673964085639358,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,50,1.25,0.4008230788460391,Real homophily,0.8947368421052632,0.42859472897987466,-4.734979102473627
0,experts,50,1.25,0.24963158841944538,Potential homophily,0.09774436090225563,,
0,amateurs,50,1.25,0.8601151429861524,Potential homophily,0.8947368421052632,,-0.33889791713254136
0,experts,50,1.5,0.68202173013392,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,50,1.5,0.4062327092453254,Real homophily,0.8947368421052632,0.42859472897987466,-4.68320121150903
0,experts,50,1.5,0.25339904706502775,Potential homophily,0.09774436090225563,,
0,amateurs,50,1.5,0.8655695434076495,Potential homophily,0.8947368421052632,,-0.2866915130982126
0,experts,75,0,0.5511357271854436,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,75,0,0.4285926015473368,Real homophily,0.8947368421052632,0.42859472897987466,-4.469185099475492
0,experts,75,0,0.17610320426204262,Potential homophily,0.09774436090225563,,
0,amateurs,75,0,0.8515334852483947,Potential homophily,0.8947368421052632,,-0.42103664119393713
0,experts,75,0.25,0.5876723702771784,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,75,0.25,0.39677836829155333,Real homophily,0.8947368421052632,0.42859472897987466,-4.773692760637991
0,experts,75,0.25,0.18129420836229093,Potential homophily,0.09774436090225563,,
0,amateurs,75,0.25,0.8549890857843472,Potential homophily,0.8947368421052632,,-0.3879616074926774
0,experts,75,0.5,0.6116775908472452,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,75,0.5,0.3953890309746291,Real homophily,0.8947368421052632,0.42859472897987466,-4.786990703528552
0,experts,75,0.5,0.18664959294399674,Potential homophily,0.09774436090225563,,
0,amateurs,75,0.5,0.858415298161275,Potential homophily,0.8947368421052632,,-0.35516786045636783
0,experts,75,0.75,0.6325865497329843,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,75,0.75,0.39547098041823125,Real homophily,0.8947368421052632,0.42859472897987466,-4.786206330282646
0,experts,75,0.75,0.19212894317728701,Potential homophily,0.09774436090225563,,
0,amateurs,75,0.75,0.8619483603516097,Potential homophily,0.8947368421052632,,-0.3213514080631646
0,experts,75,1,0.6510197473577664,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,75,1,0.39724322524211647,Real homophily,0.8947368421052632,0.42859472897987466,-4.769243415539744
0,experts,75,1,0.19770095030023624,Potential homophily,0.09774436090225563,,
0,amateurs,75,1,0.8656034424996888,Potential homophily,0.8947368421052632,,-0.28636705036012194
0,experts,75,1.25,0.6673964085639358,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,75,1.25,0.4008230788460391,Real homophily,0.8947368421052632,0.42859472897987466,-4.734979102473627
0,experts,75,1.25,0.20333906361663667,Potential homophily,0.09774436090225563,,
0,amateurs,75,1.25,0.8693774641359061,Potential homophily,0.8947368421052632,,-0.2502442718420419
0,experts,75,1.5,0.68202173013392,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,75,1.5,0.4062327092453254,Real homophily,0.8947368421052632,0.42859472897987466,-4.68320121150903
0,experts,75,1.5,0.20901985350178334,Potential homophily,0.09774436090225563,,
0,amateurs,75,1.5,0.8732560765192491,Potential homophily,0.8947368421052632,,-0.21312041045861632
0,experts,100,0,0.5511357271854436,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,100,0,0.4285926015473368,Real homophily,0.8947368421052632,0.42859472897987466,-4.469185099475492
0,experts,100,0,0.13485765878015896,Potential homophily,0.09774436090225563,,
0,amateurs,100,0,0.887239090978919,Potential homophily,0.8947368421052632,,-0.0792829863446332
0,experts,100,0.25,0.5876723702771784,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,100,0.25,0.39677836829155333,Real homophily,0.8947368421052632,0.42859472897987466,-4.773692760637991
0,experts,100,0.25,0.14226654874534284,Potential homophily,0.09774436090225563,,
0,amateurs,100,0.25,0.8889168420836329,Potential homophily,0.8947368421052632,,-0.06322451148522863
0,experts,100,0.5,0.6116775908472452,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,100,0.5,0.3953890309746291,Real homophily,0.8947368421052632,0.42859472897987466,-4.786990703528552
0,experts,100,0.5,0.14985025231823468,Potential homophily,0.09774436090225563,,
0,amateurs,100,0.5,0.89060193583677,Potential homophily,0.8947368421052632,,-0.04709575699091552
0,experts,100,0.75,0.6325865497329843,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,100,0.75,0.39547098041823125,Real homophily,0.8947368421052632,0.42859472897987466,-4.786206330282646
0,experts,100,0.75,0.15755112533632462,Potential homophily,0.09774436090225563,,
0,amateurs,100,0.75,0.8922897794352104,Potential homophily,0.8947368421052632,,-0.030940682548701026
0,experts,100,1,0.6510197473577664,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,100,1,0.39724322524211647,Real homophily,0.8947368421052632,0.42859472897987466,-4.769243415539744
0,experts,100,1,0.16532426432910066,Potential homophily,0.09774436090225563,,
0,amateurs,100,1,0.8940156636874893,Potential homophily,0.8947368421052632,,-0.014421504705459828
0,experts,100,1.25,0.6673964085639358,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,100,1.25,0.4008230788460391,Real homophily,0.8947368421052632,0.42859472897987466,-4.734979102473627
0,experts,100,1.25,0.1731301873537303,Potential homophily,0.09774436090225563,,
0,amateurs,100,1.25,0.8957953624781291,Potential homophily,0.8947368421052632,,0.002612755147806568
0,experts,100,1.5,0.68202173013392,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,100,1.5,0.4062327092453254,Real homophily,0.8947368421052632,0.42859472897987466,-4.68320121150903
0,experts,100,1.5,0.18093305366796997,Potential homophily,0.09774436090225563,,
0,amateurs,100,1.5,0.897636089171957,Potential homophily,0.8947368421052632,,0.020231139217302706
0,experts,125,0,0.5511357271854436,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,125,0,0.4285926015473368,Real homophily,0.8947368421052632,0.42859472897987466,-4.469185099475492
0,experts,125,0,0.10326626217632605,Potential homophily,0.09774436090225563,,
0,amateurs,125,0,0.885848913042057,Potential homophily,0.8947368421052632,,-0.09258897516888294
0,experts,125,0.25,0.5876723702771784,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,125,0.25,0.39677836829155333,Real homophily,0.8947368421052632,0.42859472897987466,-4.773692760637991
0,experts,125,0.25,0.11352031080252938,Potential homophily,0.09774436090225563,,
0,amateurs,125,0.25,0.8873333608357228,Potential homophily,0.8947368421052632,,-0.07838068914379653
0,experts,125,0.5,0.6116775908472452,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,125,0.5,0.3953890309746291,Real homophily,0.8947368421052632,0.42859472897987466,-4.786990703528552
0,experts,125,0.5,0.12354609034118737,Potential homophily,0.09774436090225563,,
0,amateurs,125,0.5,0.8898911696561294,Potential homophily,0.8947368421052632,,-0.05389880471990506
0,experts,125,0.75,0.6325865497329843,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,125,0.75,0.39547098041823125,Real homophily,0.8947368421052632,0.42859472897987466,-4.786206330282646
0,experts,125,0.75,0.13333677033959,Potential homophily,0.09774436090225563,,
0,amateurs,125,0.75,0.892260463662303,Potential homophily,0.8947368421052632,,-0.031221276375099694
0,experts,125,1,0.6510197473577664,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,125,1,0.39724322524211647,Real homophily,0.8947368421052632,0.42859472897987466,-4.769243415539744
0,experts,125,1,0.14288806979358587,Potential homophily,0.09774436090225563,,
0,amateurs,125,1,0.8945277675537016,Potential homophily,0.8947368421052632,,-0.009519939128856817
0,experts,125,1.25,0.6673964085639358,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,125,1.25,0.4008230788460391,Real homophily,0.8947368421052632,0.42859472897987466,-4.734979102473627
0,experts,125,1.25,0.1521959751136537,Potential homophily,0.09774436090225563,,
0,amateurs,125,1.25,0.8967347871953817,Potential homophily,0.8947368421052632,,0.011604391727224434
0,experts,125,1.5,0.68202173013392,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,125,1.5,0.4062327092453254,Real homophily,0.8947368421052632,0.42859472897987466,-4.68320121150903
0,experts,125,1.5,0.16125642716378222,Potential homophily,0.09774436090225563,,
0,amateurs,125,1.5,0.8989050572831492,Potential homophily,0.8947368421052632,,0.032376976852998986
0,experts,133,0,0.5511357271854436,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,133,0,0.4285926015473368,Real homophily,0.8947368421052632,0.42859472897987466,-4.469185099475492
0,experts,133,0,0.10140445972203885,Potential homophily,0.09774436090225563,,
0,amateurs,133,0,0.8859008897655429,Potential homophily,0.8947368421052632,,-0.09209148367266085
0,experts,133,0.25,0.5876723702771784,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,133,0.25,0.39677836829155333,Real homophily,0.8947368421052632,0.42859472897987466,-4.773692760637991
0,experts,133,0.25,0.11262299345725744,Potential homophily,0.09774436090225563,,
0,amateurs,133,0.25,0.8872970900516629,Potential homophily,0.8947368421052632,,-0.07872785236265537
0,experts,133,0.5,0.6116775908472452,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,133,0.5,0.3953890309746291,Real homophily,0.8947368421052632,0.42859472897987466,-4.786990703528552
0,experts,133,0.5,0.12316613560322366,Potential homophily,0.09774436090225563,,
0,amateurs,133,0.5,0.8898747021923105,Potential homophily,0.8947368421052632,,-0.05405642187360017
0,experts,133,0.75,0.6325865497329843,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,133,0.75,0.39547098041823125,Real homophily,0.8947368421052632,0.42859472897987466,-4.786206330282646
0,experts,133,0.75,0.13326119004581377,Potential homophily,0.09774436090225563,,
0,amateurs,133,0.75,0.8922531513361295,Potential homophily,0.8947368421052632,,-0.03129126578276101
0,experts,133,1,0.6510197473577664,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,133,1,0.39724322524211647,Real homophily,0.8947368421052632,0.42859472897987466,-4.769243415539744
0,experts,133,1,0.14299449815724688,Potential homophily,0.09774436090225563,,
0,amateurs,133,1,0.8945247415005771,Potential homophily,0.8947368421052632,,-0.009548902780190464
0,experts,133,1.25,0.6673964085639358,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,133,1.25,0.4008230788460391,Real homophily,0.8947368421052632,0.42859472897987466,-4.734979102473627
0,experts,133,1.25,0.15241085273195124,Potential homophily,0.09774436090225563,,
0,amateurs,133,1.25,0.8967337703633326,Potential homophily,0.8947368421052632,,0.011594659191897175
0,experts,133,1.5,0.68202173013392,Real homophily,0.09774436090225563,0.5509913756327132,
0,amateurs,133,1.5,0.4062327092453254,Real homophily,0.8947368421052632,0.42859472897987466,-4.68320121150903
0,experts,133,1.5,0.1615340925125012,Potential homophily,0.09774436090225563,,
0,amateurs,133,1.5,0.8989049588501671,Potential homophily,0.8947368421052632,,0.03237603470874176
