7.789111111111083341e-01 7.815111111111088249e-01 7.837555555555540954e-01 7.853999999999978776e-01 7.872444444444427480e-01 7.883111111111090752e-01 7.898888888888868642e-01
7.815777777777753732e-01 7.838444444444421233e-01 7.861999999999976785e-01 7.869777777777764438e-01 7.907777777777763584e-01 7.903777777777771796e-01 7.912888888888883754e-01
7.042222222222217498e-01 7.050222222222207735e-01 7.059333333333319693e-01 7.064222222222210634e-01 7.067999999999987626e-01 7.061999999999988287e-01 7.062666666666652660e-01
7.058666666666655320e-01 7.069111111111108237e-01 7.080666666666657338e-01 7.085333333333323491e-01 7.089999999999988534e-01 7.087777777777766186e-01 7.090444444444431449e-01
7.804666666666641994e-01 7.818888888888865241e-01 7.840666666666636919e-01 7.848222222222193123e-01 7.867111111111096955e-01 7.863999999999982116e-01 7.878888888888869735e-01
7.456888888888880684e-01 7.485555555555548635e-01 7.503777777777771441e-01 7.521999999999992026e-01 7.578666666666644680e-01 7.544666666666647314e-01 7.553777777777763713e-01
8.075999999999987633e-01 8.115999999999990999e-01 8.141333333333324873e-01 8.167555555555547908e-01 8.240444444444434691e-01 8.218444444444441555e-01 8.237111111111109496e-01
7.693555555555540160e-01 7.713333333333320940e-01 7.718222222222212991e-01 7.723999999999988653e-01 7.731333333333331170e-01 7.741555555555543755e-01 7.741777777777767433e-01
7.653999999999984150e-01 7.675999999999983947e-01 7.692444444444429541e-01 7.707999999999980423e-01 7.728222222222209670e-01 7.735555555555538865e-01 7.739555555555539534e-01
7.255999999999990235e-01 7.265777777777763236e-01 7.269777777777761685e-01 7.266444444444426498e-01 7.263777777777771227e-01 7.270666666666646405e-01 7.269333333333313218e-01
7.325999999999974754e-01 7.345111111111081170e-01 7.349999999999980993e-01 7.351333333333317510e-01 7.302666666666657314e-01 7.351999999999979662e-01 7.355555555555536307e-01
7.503555555555541101e-01 7.517777777777763237e-01 7.527333333333320331e-01 7.535333333333318340e-01 7.551111111111100671e-01 7.549111111111098671e-01 7.550888888888873662e-01
7.384444444444420164e-01 7.384888888888861969e-01 7.393333333333317325e-01 7.395999999999978147e-01 7.404888888888864207e-01 7.398222222222194944e-01 7.390666666666639850e-01
7.836444444444427004e-01 7.849333333333321505e-01 7.858222222222208675e-01 7.870888888888872836e-01 7.912888888888872652e-01 7.890888888888872854e-01 7.908222222222214270e-01
6.925111111111094120e-01 6.920666666666649425e-01 6.916666666666648755e-01 6.905333333333315560e-01 6.811555555555534047e-01 6.877777777777753787e-01 6.864888888888867058e-01
7.261999999999977362e-01 7.249555555555535769e-01 7.244666666666651489e-01 7.233333333333326065e-01 7.169333333333324232e-01 7.197333333333326699e-01 7.176666666666652317e-01
6.977555555555545741e-01 6.981999999999998208e-01 6.991111111111102394e-01 7.001777777777765666e-01 7.029555555555536683e-01 7.005333333333320089e-01 7.001999999999984903e-01
7.222222222222209886e-01 7.225555555555542853e-01 7.225999999999984658e-01 7.228666666666651031e-01 7.236222222222199463e-01 7.227111111111097497e-01 7.228888888888872488e-01
6.873555555555538321e-01 6.870888888888874169e-01 6.866444444444429474e-01 6.863333333333317965e-01 6.883555555555540550e-01 6.853111111111097609e-01 6.847555555555542295e-01
6.634444444444436151e-01 6.636222222222212253e-01 6.635555555555547880e-01 6.637111111111102524e-01 6.621777777777770879e-01 6.629111111111101184e-01 6.623777777777768438e-01
6.147555555555559437e-01 6.150666666666669835e-01 6.155333333333338208e-01 6.157111111111116530e-01 6.152222222222218928e-01 6.159555555555559225e-01 6.155111111111114530e-01
6.750222222222208579e-01 6.762444444444434266e-01 6.775555555555539122e-01 6.784222222222209275e-01 6.722444444444438671e-01 6.798222222222199962e-01 6.798666666666649538e-01
7.302222222222207737e-01 7.300666666666659754e-01 7.299999999999990941e-01 7.290222222222210169e-01 7.127111111111106290e-01 7.273555555555537566e-01 7.264888888888871854e-01
7.300888888888880102e-01 7.300444444444439407e-01 7.297111111111102000e-01 7.289333333333324338e-01 7.313555555555554255e-01 7.287999999999988932e-01 7.281999999999991813e-01
6.526666666666661731e-01 6.513111111111100637e-01 6.504222222222212357e-01 6.496222222222215459e-01 6.391555555555535895e-01 6.474666666666656356e-01 6.464444444444429339e-01
7.473777777777761422e-01 7.477555555555540634e-01 7.478444444444428685e-01 7.485777777777756770e-01 7.493555555555543313e-01 7.486444444444427804e-01 7.486666666666651482e-01
7.276222222222201719e-01 7.272222222222202159e-01 7.274444444444427837e-01 7.272444444444426948e-01 7.288666666666651084e-01 7.269333333333315439e-01 7.268666666666642184e-01
7.031999999999976048e-01 7.036222222222204836e-01 7.036666666666647751e-01 7.044888888888863887e-01 7.087333333333332153e-01 7.045333333333306802e-01 7.046444444444421862e-01
6.571999999999991182e-01 6.566888888888882114e-01 6.564444444444431648e-01 6.564444444444430538e-01 6.535333333333317452e-01 6.549999999999990274e-01 6.543111111111101774e-01
7.669333333333308023e-01 7.661111111111091887e-01 7.665777777777752489e-01 7.662222222222196955e-01 7.661555555555531472e-01 7.663111111111081675e-01 7.661555555555530361e-01
7.050666666666652871e-01 7.054444444444434303e-01 7.065999999999990067e-01 7.073777777777771059e-01 7.111111111111101390e-01 7.080222222222217754e-01 7.083555555555549610e-01
7.256888888888873845e-01 7.251111111111095964e-01 7.251555555555538879e-01 7.256888888888869404e-01 7.266444444444432049e-01 7.260888888888867854e-01 7.267111111111086430e-01
6.923111111111087679e-01 6.939333333333317366e-01 6.952888888888867358e-01 6.973999999999979105e-01 6.933333333333328019e-01 7.009111111111092640e-01 7.033555555555538463e-01
7.117111111111092958e-01 7.129555555555538993e-01 7.134666666666653612e-01 7.143999999999985917e-01 7.203111111111096809e-01 7.167555555555538138e-01 7.178222222222200299e-01
6.822444444444423217e-01 6.822888888888873904e-01 6.814888888888869234e-01 6.807333333333309699e-01 6.750888888888871842e-01 6.794222222222203733e-01 6.785999999999982046e-01
6.486222222222216560e-01 6.484222222222211229e-01 6.474888888888878924e-01 6.463333333333324271e-01 6.421777777777776253e-01 6.445111111111101465e-01 6.433777777777771600e-01
7.623999999999990784e-01 7.599111111111103156e-01 7.576222222222215308e-01 7.563555555555550036e-01 7.438444444444428649e-01 7.521999999999999797e-01 7.507111111111105517e-01
5.525333333333329877e-01 5.524888888888885852e-01 5.523555555555552665e-01 5.523111111111108640e-01 5.192444444444447305e-01 5.519555555555555326e-01 5.519333333333333869e-01
7.497555555555550644e-01 7.499333333333320084e-01 7.499777777777762999e-01 7.499555555555539321e-01 7.491999999999984228e-01 7.498888888888872728e-01 7.496222222222204135e-01
7.265555555555542888e-01 7.268444444444432939e-01 7.268222222222210371e-01 7.265999999999991354e-01 7.309555555555550255e-01 7.261111111111095973e-01 7.259111111111098413e-01
7.700666666666651228e-01 7.698222222222211863e-01 7.703555555555549050e-01 7.699999999999993516e-01 7.698888888888881787e-01 7.683555555555552363e-01 7.672888888888884651e-01
6.831111111111102252e-01 6.828666666666657337e-01 6.829555555555547608e-01 6.823111111111100913e-01 6.743111111111091960e-01 6.822666666666660218e-01 6.819777777777777938e-01
6.344666666666648469e-01 6.351555555555538080e-01 6.349555555555533859e-01 6.346666666666651579e-01 6.379999999999997895e-01 6.346666666666656020e-01 6.351999999999989877e-01
6.512888888888870298e-01 6.511555555555538222e-01 6.504444444444428264e-01 6.503555555555532441e-01 6.372222222222206911e-01 6.497777777777766772e-01 6.493555555555542425e-01
5.749999999999994005e-01 5.748222222222217903e-01 5.745555555555551530e-01 5.742444444444440022e-01 5.575777777777770616e-01 5.744222222222218344e-01 5.746666666666665479e-01
